"","X.2","long","lat","group","order","ccode","subregion","cat_pais","cols_18","cat_pais2","X.1","n_elecciones_con_debates","n_debates_total","n_promedio_debates_eleccion","n_sd_n_debates","ncat_mean_tipoorg_ambito2","n_sd_tipoorg_ambito","ncat_mean_tipoorg_visibilidad","ncat_meanppac","ncat_meancompetencia","n_sd_competencia","n_sd_ppac","ncat_regmedios","ncat_regestado","ncat_regcandidatos","ncat_mean_totreg","n_max_reg","n_sd_reg","n_proporcioninvitados","n_indexausentes","ncat_ano_primer_debate","n_cattipo_educ","n_cattipo_estado","n_cattipo_mmc","n_cattipo_osc","n_cattipo_NA","n_tot_orgs","pr_dico_formato_periodistas","n_edad_practica_absoluta","pr_cattipo_educ","pr_cattipo_estado","pr_cattipo_mmc","pr_cattipo_NA","pr_cattipo_osc","n_interrupciones"
"8514",8514,290.723968505859,-14.7458982467651,93,8606,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8515",8515,290.640533447266,-14.7953128814697,93,8607,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8516",8516,290.626281738281,-14.8875007629395,93,8608,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8517",8517,290.625274658203,-14.9629878997803,93,8609,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8518",8518,290.669311523438,-15.0389652252197,93,8610,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8519",8519,290.812896728516,-15.1987295150757,93,8611,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8520",8520,290.827545166016,-15.2366199493408,93,8612,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8521",8521,290.745727539062,-15.3329105377197,93,8613,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8522",8522,290.698089599609,-15.3994140625,93,8614,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8523",8523,290.581481933594,-15.6034183502197,93,8615,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8524",8524,290.5791015625,-15.6406240463257,93,8616,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8525",8525,290.608093261719,-15.7369146347046,93,8617,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8526",8526,290.782409667969,-16.1491222381592,93,8618,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8527",8527,290.81201171875,-16.1828136444092,93,8619,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8528",8528,290.865814208984,-16.2219734191895,93,8620,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8529",8529,290.953765869141,-16.2176761627197,93,8621,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8530",8530,291.086517333984,-16.2619132995605,93,8622,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8531",8531,291.151184082031,-16.3127937316895,93,8623,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8532",8532,291.1572265625,-16.337890625,93,8624,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8533",8533,291.142181396484,-16.3547859191895,93,8625,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8534",8534,291.071990966797,-16.3890628814697,93,8626,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8535",8535,290.993774414062,-16.4336910247803,93,8627,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8536",8536,290.967102050781,-16.4759769439697,93,8628,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8537",8537,290.961639404297,-16.5426750183105,93,8629,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8538",8538,290.979309082031,-16.6421871185303,93,8630,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8539",8539,290.945465087891,-16.67431640625,93,8631,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8540",8540,290.867492675781,-16.7130851745605,93,8632,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8541",8541,290.800201416016,-16.7684574127197,93,8633,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8542",8542,290.732757568359,-16.8609371185303,93,8634,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8543",8543,290.618469238281,-17.0013675689697,93,8635,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8544",8544,290.578887939453,-17.0400390625,93,8636,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8545",8545,290.561645507812,-17.08837890625,93,8637,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8546",8546,290.496673583984,-17.1047840118408,93,8638,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8547",8547,290.375152587891,-17.2001953125,93,8639,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8548",8548,290.354278564453,-17.24853515625,93,8640,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8549",8549,290.374114990234,-17.29443359375,93,8641,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8550",8550,290.436187744141,-17.3329105377197,93,8642,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8551",8551,290.478088378906,-17.3889656066895,93,8643,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8552",8552,290.489013671875,-17.4603500366211,93,8644,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8553",8553,290.488922119141,-17.5048828125,93,8645,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8554",8554,290.489074707031,-17.5060558319092,93,8646,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8555",8555,290.41357421875,-17.5732421875,93,8647,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8556",8556,290.315216064453,-17.6498050689697,93,8648,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8557",8557,290.193878173828,-17.6649417877197,93,8649,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8558",8558,290.147918701172,-17.7038097381592,93,8650,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8559",8559,290.158477783203,-17.7851543426514,93,8651,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8560",8560,290.197540283203,-17.8999996185303,93,8652,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8561",8561,290.197418212891,-17.990234375,93,8653,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8562",8562,290.160308837891,-18.0934581756592,93,8654,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8563",8563,290.073638916016,-18.2060546875,93,8655,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8564",8564,289.94091796875,-18.2834968566895,93,8656,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8565",8565,289.816223144531,-18.3251934051514,93,8657,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8566",8566,289.717712402344,-18.3253898620605,93,8658,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8567",8567,289.622497558594,-18.3335933685303,93,8659,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8568",8568,289.581756591797,-18.3456058502197,93,8660,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8569",8569,289.508392333984,-18.2777347564697,93,8661,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8570",8570,289.182525634766,-18.0525379180908,93,8662,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8571",8571,289.058319091797,-17.9320316314697,93,8663,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8572",8572,288.943420410156,-17.8756828308105,93,8664,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8573",8573,288.663024902344,-17.6825199127197,93,8665,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8574",8574,288.635040283203,-17.6205081939697,93,8666,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8575",8575,288.6005859375,-17.4219741821289,93,8667,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8576",8576,288.564086914062,-17.3660163879395,93,8668,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8577",8577,288.4677734375,-17.2943363189697,93,8669,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8578",8578,288.225555419922,-17.1988277435303,93,8670,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
"8579",8579,288.131652832031,-17.1510753631592,93,8671,"Peru",NA,"Peru","#CFF800","Peru",15,6,16,2.66666666666667,1.43759057685652,3.76041666666667,1.33606491026613,1.44791666666667,1.125,3.375,1.5,1.36014705087354,0,0,0,0,0,0,0.929103535353535,2.60677083333333,1990,4,8,7,5,0,24,0.1875,31,0.166666666666667,0.333333333333333,0.291666666666667,0,0.208333333333333,2
